County,Population,Death_Rate,Incidence_Rate,Median_Income,Poverty_Percent,Median_Age,Median_Age_Male,Median_Age_Female,Average_Household_Size,Percentage_Married_Households,Percentage_No_High_School_Age_18_24,Percentage_High_School_Age_18_24,Percentage_Bachelor_Degree_Age_18_24,Percentage_High_School_Age_25_Over,Percentage_Bachelor_Degree_Age_25_Over,Percentage_Unemployed_Age_16_Over,Percentage_Private_Coverage,Percentage_Employed_Private_Coverage,Percentage_Public_Coverage,Percentage_Public_Coverage_Alone,Percentage_White,Percentage_Black,Percentage_Asian,Percentage_Other_Race
"Bath County, Kentucky",12228,238.5,564.2,34126,22.7,40.4,39.5,40.7,2.76,52.0828485,22.4,33.2,2.3,39.2,9.1,14,51.7,36.7,46.2,29.7,96.10118551,1.636333278,0.016697278,1.01018534
"Benton County, Indiana",8681,173.4,414.4,46196,12.8,40.4,37.5,42.3,2.52,50.01458151,17.6,46.6,2.7,45.2,12,5.3,62.4,42.5,35.9,20.5,97.82906764,0.845521024,0.148537477,0.262797075
"Clay County, Indiana",26503,186.4,483.9,44385,14.5,40.4,40.1,40.9,2.54,57.87336878,22,37,4.7,44.9,9.6,7.8,68,48.7,33.5,16.8,97.38064903,0.236078843,0.074945664,0.266057109
"Columbia County, Florida",68348,203.3,453.7,38484,21.7,40.4,38.2,42.8,2.66,45.64703897,24.3,42.9,1.5,36.1,9,14.8,53.8,33.2,43.2,25.5,77.20113264,17.92319264,0.800814087,0.95566764
"Cuyahoga County, Ohio",1255921,187.1,485,44138,19.6,40.4,38.4,42.1,2.31,36.95193176,17.1,29.6,12.6,28.3,18,10.6,65.3,47.2,37.3,22.5,63.60774199,29.68819393,2.775277492,1.207261938
"Erie County, New York",922578,183.3,544.1,50134,15.2,40.4,38.4,42.3,2.33,41.89674177,10.5,26.9,14.9,28.4,17.3,7,71.9,51.7,36.6,19.7,78.6541433,13.30947586,3.150879356,2.151621556
"Fleming County, Kentucky",14637,191.3,528.5,35878,19.3,40.4,39.3,41.1,2.57,54.38254081,19.6,39.9,5.8,38.9,7.1,9.7,52.7,35.9,40.6,23.3,96.4590209,1.382013201,0.041254125,0.605060506
"Franklin County, Arkansas",17702,201.6,396.3,40404,17.5,40.4,39.2,41.6,2.58,54.21580189,20.6,40.6,1.4,40.4,8,11,55.8,36.7,42.9,26.4,94.81137356,0.912347476,0.291055636,0.106347252
"Gibson County, Tennessee",49399,214.7,460.4,37498,19.5,40.4,39.1,41.3,2.49,48.65545786,10.9,43.8,3.2,38.4,10.3,9.5,62.5,39.8,38.6,22.3,78.91551682,18.53465666,0.326797386,0.538610506
"Grenada County, Mississippi",21578,225.1,541.3,33650,24.8,40.4,38.8,40.9,2.86,42.92636963,35.7,31.5,0.4,30.2,9.9,9.4,55.3,37.2,44,23.9,55.53702932,43.6153953,0.490945301,0
"Jefferson County, Colorado",565524,141.7,436.7,70687,8.3,40.4,39,41.9,2.44,50.66310141,15.5,28.5,12.1,21.3,26.4,5.9,77.1,55.9,24.2,12.2,90.81785988,1.088995264,2.576655128,1.770997784
"Marion County, Ohio",65355,202,502.1,42240,21.3,40.4,39,42.3,2.43,50.3840183,20.5,39.5,4.9,42.6,7.5,9.6,63.2,42.6,41.2,23.4,90.04746524,5.824727416,0.465553584,1.012996072
"Miami County, Kansas",32553,150.2,375.5,63924,9.5,40.4,39.5,41.4,2.55,56.81528662,14.5,36.6,5.3,32.5,16.5,5.6,81.1,56,24.5,9.5,95.58247675,1.336882036,0.379344102,0.217205091
"Ripley County, Indiana",28701,201.4,452.9,52491,10.7,40.4,38.9,41.7,2.58,58.48365534,17.7,38.7,4.4,44.9,11.6,7.4,75.1,55.5,28.1,13.4,97.05368377,0.475325038,1.076471411,0.492800224
"Walker County, Georgia",68066,212.7,420.9,39078,20,40.4,39.4,42.1,2.59,51.45011601,20.3,35.3,3.3,37.2,9.7,8.4,59.8,43.4,35.8,20.5,92.37607088,4.583729955,0.376363769,0.609211393
"Warren County, Virginia",39083,202.5,428.2,60714,11.3,40.4,39,41.5,2.62,52.57588415,7.9,38.7,8.5,36.6,13.9,7.2,75.2,53.3,25.6,11.7,90.77466802,4.007172371,1.042072711,0.522335698
"Washington County, Maryland",149585,181,457,54606,13.8,40.4,39.1,41.9,2.5,49.83858598,18,33.7,8.5,38.1,12.3,8.5,68.9,48.7,36.3,20.5,83.71072553,10.27333021,1.669458029,0.653178804
"West Feliciana Parish, Louisiana",15385,148.2,429,53679,24,40.4,40.5,39.9,3.04,54.43620557,10.1,20.8,0,33.7,14.8,8.5,68.3,47.7,32,18,52.90301654,45.71521246,0.038923127,0.253000324
"Wilson County, Texas",47520,152.8,368.3,62752,11,40.4,39.3,41.3,2.9,61.43309427,17.6,35.2,4.3,34.8,13.5,5.8,71.4,47,27,12,93.36394999,1.612867784,0.263684106,1.900722934
"Windham County, Connecticut",116573,172.2,431.4,57547,10.3,40.4,39.2,41.6,2.53,48.29027012,9.1,29,7.3,34.3,13.9,9.3,68.9,50.9,36.2,21,90.30901507,2.230356687,1.230101302,2.414233421
"Worth County, Georgia",20699,160,434.6,40382,22.6,40.4,39.6,41.2,2.65,48.40989399,23.4,50.2,3.4,41.1,6.5,9.8,48.9,33.1,39.2,25.7,69.21440726,29.68425033,0.269427113,0.179618075
"Allen County, Kentucky",20640,195.1,425.8,39801,19,40.3,39.6,42,2.59,57.42217649,20.8,45,1.6,36,7.7,9.2,59.5,39,36.7,20.2,96.51682633,1.355932203,0.456890199,0.830262835
"Bamberg County, South Carolina",14880,187.5,437.6,30349,29.7,40.3,38.6,41.4,2.41,38.23678433,17.1,24,0,25.2,12.5,10.9,47.1,24.3,48.2,28.5,35.8281493,62.30559876,0.39528253,1.023846553
"Chattooga County, Georgia",24922,203.9,471.1,34830,21.1,40.3,38.2,42.4,2.49,46.77488253,34.7,34.3,4.4,39.7,5.7,10,49.3,34.6,43.6,26.5,86.31195278,10.72857652,0.511073254,0.895368646
"Clarion County, Pennsylvania",39498,179.4,495.4,43202,15.1,40.3,39.4,41.1,2.39,50.2590019,8.9,30.1,5.4,47,12.3,8.1,70.6,46.4,36.2,16.8,96.87484159,1.183656917,0.615907132,0.248390531
"Clay County, Georgia",3141,153.9,405.8,27512,37.3,40.3,37.5,43.4,2.57,33.8123415,43.3,40.2,0,44.8,2.7,19.2,35.2,19.6,51.9,34.2,31.79768041,61.05025773,0,0.193298969
"Converse County, Wyoming",14236,196.6,434.9,63166,9.3,40.3,38.9,41.6,2.47,56.42064471,12.4,48.4,3.7,38,12.4,5.1,74.1,50.7,28.8,12.8,95.10673002,0.141833912,0.921920431,0.744628041
"Dyer County, Tennessee",37893,185.6,408,43425,19.6,40.3,39.2,42,2.51,50.38510482,17.3,37.3,3.4,40.2,11.6,6.6,63.9,46.1,37.6,21.9,82.04656541,13.34419509,0.580753666,0.835654596
"Early County, Georgia",10575,200.4,476.1,34906,29.9,40.3,38.5,42,2.62,39.36196935,24.5,27.4,4.7,38.1,8.3,9.4,50.5,34.9,41.3,27,47.7455336,50.36392854,0.217411854,1.398998015
"Graves County, Kentucky",37421,201.1,502.7,39247,17.7,40.3,39.2,41,2.56,53.74565671,15.7,28.8,4.1,36.7,10.5,7.2,61.5,42,39.5,24.1,91.94709615,5.018399019,0.338648605,0.63463282
"Haralson County, Georgia",28854,213.9,500.5,40387,18.8,40.3,37.9,41.4,2.63,55.69738191,19.9,39.5,6.1,37.7,8.4,12.3,58,42.7,36.9,22.6,91.40556625,4.908104323,0.773674077,1.046735515
"Lake County, Tennessee",7576,247.6,413.7,28524,41.9,40.3,38.8,45,2.38,43.73804971,30.4,51,5,44.6,5.9,10.1,45.4,27,52.1,36.7,68.73943021,26.81149994,0.286197476,1.74320281
"Lamar County, Texas",49440,187.3,469.5,41009,18.6,40.3,37.8,42.1,2.56,51.53474193,23.3,22.5,4.7,34.7,10.7,7.4,55.7,36.1,37.1,21.5,80.97889682,12.50655691,0.82516241,0.843320018
"Lawrence County, Kentucky",15745,269.2,524.8,32835,25.9,40.3,39,41.3,2.6,56.87054533,19.8,39.7,1.5,41.5,6.2,7.8,54.3,38.6,43,26.5,98.15435181,0.151697111,0.568864168,0.037924278
"Lincoln County, Kentucky",24463,199.1,523.1,35368,27.6,40.3,39.1,41.9,2.48,52.04708291,14.9,47.3,0.5,44.5,6.6,10.5,55.7,36.1,42.4,25.6,95.78741122,2.68185158,0.322475304,0.248999918
"Mille Lacs County, Minnesota",25788,190,475,48434,12,40.3,38.9,41.7,2.52,50.5574358,18.4,33.4,9.6,38.3,10,7.7,69.7,44.7,38.4,19.2,91.26661242,0.573443372,0.441706381,0.255724747
"Muskingum County, Ohio",86290,211.5,466.1,41814,19.1,40.3,38.8,42,2.45,48.00210151,11.7,37.9,6.2,42.9,9.8,8.3,61.9,42.6,41.9,25.1,92.5874256,3.292410714,0.348772321,0.23484003
"Napa County, California",142456,170.2,488.9,71063,9,40.3,39,41.7,2.74,53.12765184,15.2,30.8,5.7,19.3,21.6,7.5,71.8,48,30.4,14.4,74.06821341,2.09843544,7.710182116,11.55493781
"Polk County, Florida",650092,168.1,490.2,42768,18.1,40.3,39.1,41.6,2.77,50.30287152,21.9,35.1,4.5,36.2,12.8,10.6,55.7,35.9,40.2,24.1,78.76957152,15.07748821,1.672155947,1.825345154
"Rowan County, North Carolina",139142,189.8,508.1,44973,18,40.3,38.8,41.5,2.6,49.51174146,17.6,30,4.9,32.8,12.3,11.5,59.1,38.8,38.8,23.1,78.11738857,16.14110913,0.908493,2.792694473
"Saginaw County, Michigan",193307,175.3,475.4,44548,17.4,40.3,38.3,42,2.44,44.57106192,15.6,27.8,5.7,34.2,13.6,11.1,67,43.4,41.3,21.1,75.27013065,18.40400246,1.174171285,1.688730093
"Scott County, Indiana",23744,217,475.7,41649,17.6,40.3,39.6,40.6,2.61,53.24704307,24.8,41.6,1.7,42.6,8.3,11,65.6,47.1,35.9,20.1,97.37627717,0.277509145,0.36580751,0.613883867
"Telfair County, Georgia",16400,159.8,326.4,29244,33.7,40.3,39.2,43.4,2.37,44.56418983,33.2,50.9,1.2,49.3,5.4,4.4,41.8,29.9,46,32.8,57.87646199,40.36306043,0.060916179,1.169590643
"Union County, Florida",15234,362.8,1206.9,40207,24.3,40.3,42.3,36.9,2.58,50.01287664,27,45.1,0,37.4,5.5,11.7,59.6,41,35.8,22.5,73.96484761,21.59173195,0.64511882,1.53380291
"Union County, New Mexico",4201,151.6,303,36684,19.4,40.3,38.2,45.2,2.39,47.01731879,15.4,23.7,12,35.3,11,2.1,48.2,28.7,44.4,28.1,79.09656603,2.834754552,0.207421065,14.01244526
"Wayne County, Utah",2692,129.3,366.9,42366,14.1,40.3,40.2,40.3,2.74,66.35802469,24.4,8,0,25.3,17.1,2.1,68.2,39.2,24.7,9.7,96.36296841,0.661278472,0.698016165,0.918442322
"Westchester County, New York",976396,145.3,486.7,83152,10.4,40.3,38.6,41.9,2.75,51.96451241,11.9,26.6,17.3,20.3,23.7,7.6,73.6,54.8,28,14.8,66.58389459,14.42136222,5.689873516,9.880649013
"Chisago County, Minnesota",54293,149,372.5,75122,6.2,40.2,38.7,41.4,2.63,60.30391761,19.1,37.8,5.6,34.6,15.6,5.5,80.1,58.9,27,12.2,95.46011814,1.162833897,0.756027789,0.447672475
"Dodge County, Georgia",20882,190.6,448.2,32293,25.9,40.2,37.4,42.9,2.35,44.56845238,23.3,41.1,1.6,42.1,8.9,9.8,56.1,39,39.7,22.4,66.53918791,28.47497639,0.571293673,1.869688385
"Franklin County, Missouri",102426,180,475.2,51978,11.8,40.2,38.9,41.5,2.53,54.77389453,16.1,33.6,5.8,34.3,11.7,7.2,71.6,53.3,28.6,16.5,96.25054013,1.034096712,0.497898417,0.617708292
"Franklin County, North Carolina",63710,183.4,472.1,48166,15.4,40.2,38.8,42.2,2.58,52.38662469,18.5,34,3.7,31.3,13.6,9.9,60.4,38.8,35.4,20.9,67.37511237,25.69346346,0.431809426,3.197637087
"Gadsden County, Florida",46036,184.7,403.4,35849,25.6,40.2,38.8,41.2,2.53,39.47182268,24.7,34.3,3.7,34.6,10.4,11.2,53.7,34.6,40.5,24.8,40.57384112,54.7927796,0.480354989,2.571945545
"Grayson County, Texas",125467,182.3,461.9,49261,15.3,40.2,38.5,41.4,2.55,50.44795086,21.1,29.1,4.3,32,13,7.8,62.2,41.1,33.4,17,86.86268122,5.965955367,1.087310637,1.936797524
"Hale County, Alabama",15068,197.7,510.4,33315,28.1,40.2,38.2,41.7,2.53,40.56014847,18.7,45.2,0.5,42.9,9.9,13.3,54.5,34.6,46.7,26.8,39.96460409,58.24593603,0.275301521,0.83245936
"Hughes County, Oklahoma",13735,226.9,508.2,34837,23.4,40.2,36.8,44.9,2.7,51.41445891,23.6,40.9,1.8,38,8.2,7.1,50.7,32.4,41.4,23.3,68.32789264,5.817918027,0.036271309,0.776206021
"Madison County, Georgia",28441,227.2,534,45557,19.7,40.2,39.6,40.6,2.75,52.26091221,18.6,35.9,7.4,39.9,8.8,8.7,59,40.3,34.9,21.3,85.08784358,8.98271465,1.222017569,3.347265514
"Madison County, Ohio",44094,197,449.1,52996,12.6,40.2,38.9,41.8,2.57,54.0721857,19.1,39.4,5.3,40.7,12.2,5.9,72.9,53.8,31.3,16.1,90.48232695,5.844992636,0.810014728,0.271539028
"Montgomery County, Indiana",38227,171,420,46945,12.3,40.2,38.1,42.3,2.52,53.82250461,19.6,32.7,4.7,44.2,10.6,6.9,67.1,47.1,33.2,18.5,96.20664361,0.854029131,0.537042859,0.741381117
"Ohio County, Kentucky",24216,222.1,533.6,38261,19.7,40.2,38.3,41.3,2.7,57.92579144,12.3,53.5,3.4,42.8,5.2,9.6,59.9,41.7,42.5,24.6,95.76563474,2.356118845,0.062331186,0.249324745
"Poinsett County, Arkansas",24040,247.1,480.5,35851,21.9,40.2,38.7,41.9,2.57,46.89855697,21.9,35.2,3.1,42.6,6.1,10,43.7,25.6,51.3,35,89.34737712,8.269310202,0.028913672,0.718711276
"St. Louis County, Missouri",1003362,166,488.5,60093,9.6,40.2,38.1,41.9,2.44,46.72866496,12.5,27.8,13.7,22,24.4,7.4,76,55.7,26.6,13.6,69.61132577,23.3467189,3.771495226,0.656129316
"Trousdale County, Tennessee",8042,217,462.6,40251,17.5,40.2,37.4,42.4,2.65,52.050581,27.6,46.8,7,42.8,6.6,10.5,60.3,36.7,35.5,23.6,85.89548453,11.96093354,1.230339929,0
"Warren County, Illinois",17527,172.8,459.7,44180,13.5,40.2,38.2,41.5,2.42,50.7687802,4.3,22,3.8,35,15.3,9.2,69.5,43.7,37.9,20.7,91.25473137,2.638269024,1.723066493,2.852946161
"Warren County, Missouri",33513,177.6,453.4,52959,12.8,40.2,40.3,40.1,2.74,58.81516191,19.5,44.8,3.6,37,10.6,8.9,69.4,48.2,31.7,15.4,94.24386406,2.233453379,0.466059377,0.935145114
"Wilcox County, Alabama",11059,221.7,500.5,24035,33.7,40.2,37.5,42.2,2.86,34.60837887,23.5,43,5,41.3,8.1,20.8,41.2,24.3,54.8,35,27.35202492,72.02492212,0,0.587449933
"Bond County, Illinois",16950,171.7,492.1,49886,16.2,40.1,38.8,41.6,2.57,52.40728692,11.2,23.8,1.4,39.8,10.4,6.4,68.1,46.7,40.2,22.4,90.75261364,5.556518223,0.808640906,0.519840582
"Calhoun County, Michigan",134314,187.7,428.1,45916,15.4,40.1,38.7,41,2.48,44.34058657,14.2,35.3,6.7,35.7,13.6,10,66.5,44.9,39.2,20.6,82.72943097,10.93701313,1.908153424,0.475554566
"Caroline County, Maryland",32579,185.6,465.1,49573,16,40.1,39,40.6,2.7,51.23322148,19.6,41.1,6.3,40.7,9.7,8.8,61.6,40.8,41.2,25,81.0109917,13.80239429,0.508251431,1.886041456
"Carter County, Kentucky",27158,232.1,541.3,34991,23.9,40.1,38.9,41.2,2.54,52.61752646,14.4,33.3,5,41.4,7.9,11.1,54.3,38.1,41.7,26,97.95798873,0.819732123,0.135402181,0.073190368
"Cass County, Indiana",37979,187.3,412.9,44430,13.8,40.1,38.5,42,2.57,52.49742357,29.7,38.8,2,40.8,9.2,8.7,66.2,46.5,31.6,16.4,85.72356794,1.395675226,1.400873272,8.691132134
"Cecil County, Maryland",102382,195.5,484.3,62198,10.6,40.1,39.5,40.5,2.73,54.36451753,17.2,34.7,8.4,37.8,13.9,7.5,72.9,54.7,30.4,17.5,88.88289525,6.758532758,1.287759906,0.932718713
"Chester County, Pennsylvania",515939,159.1,486.2,85613,7.3,40.1,38.8,41.2,2.66,58.35469775,11.4,28.6,14.4,23.2,29.3,5.9,82.4,61.6,21.9,9.3,86.42420414,5.913334131,4.472956883,1.107499652
"Clinton County, Illinois",37786,167,475.8,60556,9.9,40.1,38.5,42.2,2.59,57.13255445,17.4,25.4,8.6,32.7,15.2,4.9,80.2,55.3,28.1,12.4,93.88067178,3.445912099,0.54312004,0.51675499
"Columbia County, Pennsylvania",66672,175.2,515.2,46938,14.3,40.1,39.3,41.1,2.4,50.05348002,8,27.1,6.4,45.7,13.2,5.7,77.6,56.3,30.3,13.7,95.44326877,1.8770923,1.18663319,0.481229077
"Cross County, Arkansas",17284,230.9,433.4,38597,22.3,40.1,38.5,41.8,2.49,49.56634866,16.4,55.1,6.8,45.8,9.1,8.6,54.2,37.3,42.9,27.5,74.87261693,23.02627812,0.618308811,0.223278182
"DeKalb County, Missouri",12687,123.4,319.3,42174,18.6,40.1,38,44.5,2.48,54.87220447,20.1,49.7,6.9,48.9,9,6.8,70.3,44,36.5,17.4,85.50305117,9.724612737,0.234705054,0.430292599
"DeSoto County, Florida",35458,160.4,392.9,36945,29.7,40.1,38.4,41.8,2.78,48.09574657,40.4,37.9,1.6,40.9,6.8,9.4,39.1,20.1,47.9,30.9,82.08084218,13.22767972,0.303229682,2.883542638
"Fayette County, Illinois",22043,165.9,480.9,41268,17.5,40.1,38.9,41.8,2.63,55.01868316,25.3,30.7,2.4,40,8.7,10.4,58.7,35.5,43.8,24.5,93.2101554,4.210336104,0.655041561,0.257499096
"Frederick County, Virginia",83199,185.3,456.6,65485,7.7,40.1,39.1,41,2.72,60.09506026,14.6,35,7.7,30.5,18.4,5.2,75.7,55.1,24.2,11.3,91.18760757,4.445537251,1.405212687,0.858126383
"Harford County, Maryland",250290,169.9,485.5,79403,8,40.1,38.6,41.3,2.69,56.59293338,9.1,35.9,12.4,28.1,20.2,6.4,81.9,56,26.9,11.9,80.04426307,13.33836749,2.795160785,1.182490782
"Hartford County, Connecticut",895841,157.5,486.8,65809,12.2,40.1,38.2,41.7,2.51,46.28481184,14,26.6,14.2,27.1,20.5,9.3,71.3,53.3,33.4,19.5,72.63181718,13.39795282,4.791051382,5.702146067
"Heard County, Georgia",11539,178.8,475.7,41348,19,40.1,39.7,40.5,2.65,51.36070111,28.4,30.1,5.3,43.2,6.7,12.1,53.3,37.4,39.7,26.3,87.07928037,9.830420935,0.034432297,0.025824223
"Henderson County, Kentucky",46407,202.4,477.1,43040,18.1,40.1,39,41.2,2.41,47.76971508,22,34.4,5.8,36.6,10,8,65.5,45.1,38.2,20.5,88.51840676,7.218294681,0.37503233,1.189757738
"Highland County, Ohio",43026,199.8,427,41611,19.3,40.1,38.6,41.4,2.55,49.87422137,15.1,45.2,3.6,43.1,7.5,11.5,56.3,37.8,44.1,26.7,96.22886264,1.380588372,0.34977994,0.039379199
"Hillsborough County, New Hampshire",406678,163.2,482.2,71233,8.7,40.1,39.2,41.1,2.55,51.98701098,12.9,31.8,14.9,27.2,23,5.9,76.7,59,25.2,12.7,90.78351965,2.388531878,3.608418405,0.934223164
"Lee County, South Carolina",17896,247.3,497.9,31510,27.8,40.1,35.6,44.1,2.63,38.43382929,24.2,43.6,3.8,39.8,8,14.9,53.4,33.5,46.8,26.2,32.93429392,64.81772385,0.043334597,0.157087915
"Lincoln County, Nebraska",35656,167,456.8,49770,14.5,40.1,39.2,40.7,2.34,50.01332445,21.3,28.1,3.3,31.4,14.2,4.2,72,47.5,31.7,13.9,95.6346111,0.835747716,0.509806107,1.016826387
"Livingston County, New York",64717,172,462.2,49920,14.7,40.1,39.5,41,2.42,49.85552712,6.5,24.2,8.2,33.7,13,5.4,76.5,53.9,32.9,15.8,93.28714063,2.44903628,1.359546921,0.729927007
"Mercer County, Ohio",40968,181.9,443.1,52606,8.9,40.1,39.3,41.1,2.54,57.88052013,14.8,39.6,10.9,49.1,9.9,5.5,79.3,57.8,27.6,12.1,97.42799109,0.435601889,0.259403372,0.37686905
"Miami County, Indiana",35862,183.5,424.4,41065,17.1,40.1,38.2,42.1,2.6,53.56274689,24.9,42.4,3.8,42.7,7.7,9.4,65.3,44.3,37.4,19.7,91.38659523,5.142083897,0.328629422,0.626881334
"Perry County, Mississippi",12277,202.6,492.4,32459,22.6,40.1,37.7,43,2.75,48.11020036,31,28,0.7,41.3,6.1,12.9,48,29.1,41.6,24.1,77.46779355,21.31779765,0.073849184,0.139492902
"Rio Arriba County, New Mexico",39465,155.5,351.8,34902,24.1,40.1,39.6,40.6,2.86,41.29643117,23.8,31.7,2.7,31.8,10.6,11.4,48.8,32,42.5,26.6,62.51470625,0.52567023,0.360459586,19.00423039
"Routt County, Colorado",24130,125.2,373.1,66846,8.4,40.1,39.8,40.5,2.46,50.77934471,10.7,30.3,10.3,20.5,34.2,4,77.4,46.4,19.1,10.1,94.89112937,0.419384902,1.037871728,1.923239854
"Smith County, Mississippi",16059,200.5,376.2,38975,20.8,40.1,40.1,40.1,2.65,51.32292523,24.9,39.1,5.4,42.2,8.2,4.8,56.8,36,41.7,24.5,74.87236267,24.76471674,0.06766316,0.012302393
"Stanley County, South Dakota",2954,159.7,542.1,67172,8.8,40.1,38.1,42.9,2.34,53.62776025,9,63.5,0,34.7,15.5,1.4,74.6,47.7,29.3,14.2,89.33153275,0,0,0
"Stephens County, Oklahoma",44581,189.1,441.8,42967,15.5,40.1,39.3,40.8,2.48,52.61361092,23,34.7,4.7,38.9,12.8,6.6,62.5,40,37.1,19.4,84.04454761,2.073383029,0.517787796,3.106726778
"Switzerland County, Indiana",10524,232.3,475,47606,17.4,40.1,38.9,41,2.55,55.71112749,31.2,36.3,0,46.6,6.5,9.6,61.4,40.5,37.1,20.1,96.85714286,0.99047619,0.238095238,0.438095238
"Washington County, Missouri",24788,207,422.2,34581,25.5,40.1,39.2,41.2,2.67,53.94121576,14.4,33.5,1.1,42,4.3,12.2,52.9,35.8,42.8,25.9,94.81794954,1.960236346,0.115777707,0.019961674
"Wilson County, Tennessee",128911,179.2,463.3,60955,10.1,40.1,39.1,40.9,2.72,58.3677686,13.6,40.3,7.1,32.1,19.9,6.5,74,51.9,26.8,14.5,88.27555229,6.762219772,1.325493079,1.636653191
"Allegan County, Michigan",114625,166.7,387.2,54232,11.4,40,39.2,40.8,2.67,60.28214738,17.5,41,4.8,38.3,14.5,6.1,72,49.3,32.5,17.4,94.46546789,1.519005291,0.747095368,0.935863236
"Broward County, Florida",1896425,157.6,438.3,51485,14.5,40,38.6,41.1,2.73,43.04294896,17.1,29.4,8.7,27.6,19.8,10,58.4,40.2,29.4,19.1,62.61746183,27.83747624,3.499006051,2.985809092
"Butler County, Missouri",42951,220.7,460.1,35774,21.3,40,38.6,41.9,2.51,49.85056784,16.1,31.5,5.6,36.7,9,9.4,57.1,36.2,42.3,23.6,90.70103141,5.559823985,0.577402156,0.363204582
"Cochise County, Arizona",126427,154.6,350.1,45025,18.7,40,38.2,41.8,2.42,49.64669739,17.9,37.9,4.4,23.4,14.5,8.7,64.7,27,43.5,20.5,80.02036299,3.874366549,1.679174991,7.288251946
"Colonial Heights city, Virginia",17820,159.3,493.6,52355,11.5,40,37.7,43.5,2.44,42.69631298,14.1,44.2,14.6,35.2,13.7,8.3,74.6,43,32.2,12.5,79.65743648,13.05737939,3.499857265,1.741364545
"Gibson County, Indiana",33775,170,427.8,46466,11.8,40,38.6,41.6,2.51,54.80842619,17,38,5.3,40.3,10.5,4.3,73.4,54.8,28.3,13.6,94.8526791,1.642509208,0.24949507,0.88808364
"Glascock County, Georgia",3065,211.1,488.4,39643,19.4,40,38.6,43,2.67,57.98394291,14.5,51.7,3.3,44.6,5.1,7.1,66.6,48,27.8,12.9,88.37058633,6.932296728,0,0.29154519
"Grant County, Indiana",67979,202.3,487.6,40234,20,40,39,40.8,2.39,47.39962987,11.3,24.8,6.7,41.5,10.6,8.8,65.3,43.5,36.8,18.3,88.64810729,6.731885741,0.748954947,0.629934974
"Haskell County, Oklahoma",12845,200,452.5,35313,24.5,40,38.5,42.1,2.6,51.62145625,29,40.9,0.2,38.7,8.7,8.7,46,23.2,45.5,25,74.76264591,0.848249027,0.412451362,0.186770428
"Maui County, Hawaii",164637,139.9,418.3,64916,13.1,40,38.7,40.9,2.96,50.79961843,12,45.5,6.9,31.2,17.6,6.9,72.3,52.5,31,18.4,34.89180234,0.619160404,27.45876926,0.870927435
"Montcalm County, Michigan",62945,184.5,475.3,41554,20.4,40,39.2,41,2.59,52.62411957,18.2,42.1,3,39,8.7,11.2,64.9,43.1,40.1,20.5,94.25115866,2.115738683,0.3904514,0.414259412
"Neosho County, Kansas",16346,183.5,458.8,41527,17.7,40,39.7,40.6,2.47,52.01918614,9.4,20.7,4.7,33.6,12.1,4.7,67.8,46.2,35,18.6,94.60512696,1.169092127,0.194848688,0.444498569
"Perry County, Ohio",35985,200.6,443.4,43341,17.8,40,39.5,40.4,2.59,55.10159652,25.9,37.4,1.7,43.9,7,9.5,62.5,45.1,40.4,24.7,97.69326856,0.26925746,0.205412908,0.116585704
"Rock Island County, Illinois",146133,176.2,478.1,48024,16.3,40,38.5,41.7,2.36,44.42383799,12.6,30.2,9.8,31.8,14.5,7.9,69,46.7,38.1,20.1,82.14676443,9.449514477,2.146628523,2.839067416
"Screven County, Georgia",14162,214.9,475.8,34012,26.2,40,37.8,41.7,2.61,45.70888469,30.1,33,0.6,42.2,9.1,9.8,52,34.1,38.7,24.9,55.93411235,41.99633957,0.042235675,0.056314233
"Union County, Oregon",25790,169,453.6,44841,17.7,40,38.5,41.8,2.46,51.4017769,10.2,34.2,5.5,33.4,15.2,7.1,63.8,35.8,39.3,20.7,92.5888522,0.687512138,1.192464556,0.955525345
"Vance County, North Carolina",44568,198.5,490.4,33609,27,40,37.6,41.4,2.65,36.87986015,27.2,40.1,0.9,37.6,8.2,12.2,50.1,25.8,47.3,28.7,43.62800866,49.60405095,0.455062571,4.079948248
"Vermilion County, Illinois",79282,203.1,520.2,42036,19,40,38.4,41.7,2.47,44.07408582,18.9,39.6,3.3,40.6,9.6,10.7,63.4,41.3,42.6,24.1,82.78916982,13.83759705,0.817489548,0.790115469
"Wakulla County, Florida",31535,209.3,456.7,51642,15.1,40,39.5,40.3,2.57,49.25638387,27.3,32.8,0.1,39.4,11.6,9.3,67.5,46.7,31.7,17.7,81.85877666,15.47481367,0.407992804,0.449755847
"Washington County, Georgia",20816,186.4,463.6,36137,30.2,40,37.8,42.1,2.64,43.6791148,21.9,43.1,2.4,41.5,9.4,12.2,56.9,36.5,38.4,22.6,45.59057012,52.61005533,0.519605485,0.27904739
"Alcorn County, Mississippi",37388,187.8,441.3,35180,21.8,39.9,37.4,42.2,2.49,48.53437795,19.2,34.1,4.1,36.3,10.3,9,53.7,36,41.3,24.1,84.57622123,11.47136847,0.270639621,1.248693695
"Anderson County, Kentucky",21979,202.2,513.5,54331,11.3,39.9,38.5,40.7,2.56,56.35803931,15.4,36.6,3.5,38.8,11.4,6.9,77,55.4,28.3,12.9,95.61601029,2.329856165,0.569826754,0.289508754
